"Codigo_dpto","Departamento","Cod_municipio","Municipio","Latitud","Longitud","Sexo","Fecha beneficio ó Inicio","Clasificacion Academica","Entidad Organización","Programa","Modalidad","Beneficio"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 17 12:00:00 AM","Profesional","Institución Universitaria Antonio José Camacho","Administración en Salud","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 14 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Ingenería de Sistemas","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 08 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Ingeniería Industrial.","Híbrido","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 15 12:00:00 AM","Tecnología","Sena","Tecnología En Análisis Y Desarrollo De Software","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 14 12:00:00 AM","Tecnología","Universidad Nacional Abierta y a Distancia","Tecnología en Regencia de Framacia","Híbrido","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 16 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Ingenería electrónica","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 09 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Ingeniería De Datos E Inteligencia Artificial","Híbrido","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 12 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Contaduría Pública y Finanzas","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 08 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Contaduría Pública y Finanzas","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 14 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Ingenería de Sistemas","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 15 12:00:00 AM","Tecnología","Sena","Tecnología en Desarrollo de Colecciones Para La Industria De La Moda","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 12 12:00:00 AM","Profesional","Universidad Cooperativa de Colombia","Ingeniería de Electrónica","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 15 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Administración de Empresas","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 14 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Ingenería de Sistemas","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 12 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Contaduría Pública y Finanzas","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 12 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Administración","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 15 12:00:00 AM","Tecnología","Universidad Nacional Abierta y a Distancia","Tecnología en Regencia de Framacia","Híbrido","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 15 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Administración en Salud","Híbrido","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 12 12:00:00 AM","Profesional","Universidad Cooperativa de Colombia","Contaduría Pública","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 14 12:00:00 AM","Tecnología","Universidad Nacional Abierta y a Distancia","Tecnología en Regencia de Framacia","Híbrido","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 11 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Contaduría Pública y Finanzas","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 14 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Administración de Empresas","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 12 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Ingeniería De Datos E Inteligencia Artificial","Híbrido","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 14 12:00:00 AM","Tecnología","Universidad Nacional Abierta y a Distancia","Tecnología en seguridad y salud en el trabajo","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 09 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Contaduría Pública y Finanzas","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 08 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Ingeniería Industrial","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 09 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Administración","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 15 12:00:00 AM","Profesional","Institución Universitaria Antonio José Camacho","Administración en Salud","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 09 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Contaduría Pública y Finanzas","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 14 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Administración en Salud","Híbrido","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 15 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Ingeniería industrial","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 14 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Administración en Salud","Híbrido","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 11 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Ingeniería Industrial","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 17 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Ingenería de Sistemas","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 15 12:00:00 AM","Tecnología","Sena","Tecnología En Coordinación De Procesos Logísticos","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 15 12:00:00 AM","Profesional","Institución Universitaria Antonio José Camacho","Administración en Salud","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 14 12:00:00 AM","Tecnología","Universidad Nacional Abierta y a Distancia","Tecnología en seguridad y salud en el trabajo","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 09 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Ingeniería Informática","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 08 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Administración","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 11 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Contaduría Pública y Finanzas","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 09 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Administración","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 08 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Ingeniería Industrial.","Híbrido","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 09 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Publicidad en Medios Digitales","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 15 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Ingenería de Sistemas","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 15 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Ingeniería industrial","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 14 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Administración en Salud","Híbrido","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 08 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Ingeniería Ambiental","Híbrido","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 12 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Administración","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 15 12:00:00 AM","Profesional","Universidad del Quindío","Seguridad y Salud en el Trabajo Virtual","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 15 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Administración de Empresas","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 16 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Administración Ambiental y de los Recursos Naturales","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 09 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Publicidad en Medios Digitales","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 08 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Ingeniería Multimedia","Híbrido","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 08 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Publicidad en Medios Digitales","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 08 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Contaduría Pública y Finanzas","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 16 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Administración en Salud","Híbrido","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 08 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Ingeniería Industrial","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 10 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Ingeniería Industrial.","Híbrido","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 14 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Administración en Salud","Híbrido","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 14 12:00:00 AM","Tecnología","Universidad Nacional Abierta y a Distancia","Tecnología en Regencia de Framacia","Híbrido","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 16 12:00:00 AM","Profesional","Institución Universitaria Antonio José Camacho","Administración en Salud","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 14 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Administración de Empresas","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 08 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Mercadeo Global","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 14 12:00:00 AM","Tecnología","Universidad Nacional Abierta y a Distancia","Tecnología en Regencia de Framacia","Híbrido","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 14 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Administración en Salud","Híbrido","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 10 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Contaduría Pública y Finanzas","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 14 12:00:00 AM","Tecnología","Universidad Nacional Abierta y a Distancia","Tecnología en Regencia de Framacia","Híbrido","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 15 12:00:00 AM","Tecnología","Sena","Tecnología En Desarrollo Multimedia y Web","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 14 12:00:00 AM","Tecnología","Universidad Nacional Abierta y a Distancia","Tecnología en seguridad y salud en el trabajo","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 14 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Ingenería de Sistemas","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 08 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Administración","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 15 12:00:00 AM","Tecnología","Sena","Tecnología en animación 3D","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 08 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Ingeniería De Datos E Inteligencia Artificial","Híbrido","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 15 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Administración en Salud","Híbrido","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","No binario","2024 Jun 12 12:00:00 AM","Profesional","Universidad Cooperativa de Colombia","Contaduría Pública","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 10 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Ingeniería Industrial","Virtual","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 08 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Ingeniería De Datos E Inteligencia Artificial","Híbrido","Incentivo parcial"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 10 12:00:00 AM","Profesional","Universidad Santiago de Cali","Contaduría Pública","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 11 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Ingeniería Industrial.","Híbrido","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 14 12:00:00 AM","Tecnología","Universidad Nacional Abierta y a Distancia","Tecnología en seguridad y salud en el trabajo","Virtual","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","F","2024 Jun 08 12:00:00 AM","Profesional","Universidad Autónoma de Occidente","Ingeniería De Datos E Inteligencia Artificial","Híbrido","Incentivo completo"
"76","Valle del Cauca","76,001","CALI","3.4516","-76.5319","M","2024 Jun 16 12:00:00 AM","Profesional","Universidad Nacional Abierta y a Distancia","Ingeniería industrial","Virtual","Incentivo parcial"
